@relation Aug28_log_50k
@attribute Client string
@attribute Date string
@attribute Time string
@attribute Method string
@attribute Request_Url string
@attribute Request_Protocol string
@attribute HTTP_status_code integer
@attribute Bytes integer
@data
'lux.latrobe.edu.au','1995-08-28','00:32:17','GET','/pub/terra/nba.html','HTTP/1.0',200,2402
'mizzou-ts9-09.missouri.edu','1995-08-28','00:32:20','GET','/pub/jrinker/rinker.html','HTTP/1.0',200,1915
'ts-19.marin.k12.ca.us','1995-08-28','00:32:31','GET','/pub/peace/EACAM.GIF','HTTP/1.0',200,24525
'ts-19.marin.k12.ca.us','1995-08-28','00:32:31','GET','/pub/peace/EACAMFOOTER.GIF','HTTP/1.0',200,16221
'sanantonio-1-9.i-link.net','1995-08-28','00:32:31','GET','/pub/heroes/wavs/sheen.wav','HTTP/1.0',200,173690
'dickinson.wvi.com','1995-08-28','00:32:42','GET','/pub/mikebilt/gaydc.html','HTTP/1.0',200,6423
'ix-pa13-11.ix.netcom.com','1995-08-28','00:32:42','GET','/pub/atomicbk/catalog/erotica.html','HTTP/1.0',200,11362
'winnie-slip-h6.NeoSoft.com','1995-08-28','00:32:45','GET','/pub/rjgula/network.htm','HTTP/1.0',200,2017
'168.126.109.22','1995-08-28','00:32:46','GET','/pub/atomicbk/catalog/pinup.html','HTTP/1.0',200,8316
'tokyo211.infosphere.or.jp','1995-08-28','00:32:47','GET','/atomicbk/catalog/sleazbk.html','HTTP/1.0',200,18338
'mizzou-ts9-09.missouri.edu','1995-08-28','00:32:48','GET','/pub/jrinker/index.htm','HTTP/1.0',200,884
'pm6.cwo.com','1995-08-28','00:32:51','GET','/pub/journalism/info.wav','HTTP/1.0',200,38572
'mmathai.clark.net','1995-08-28','00:32:52','GET','/pub/mmathai/mls/index1.html','HTTP/1.0',200,4059
'www-d4.proxy.aol.com','1995-08-28','00:32:55','GET','/pub/jeffd/96not.html','HTTP/1.0',200,9500
'www-b2.proxy.aol.com','1995-08-28','00:32:56','GET','/pub/jeffd/index.html','HTTP/1.0',200,11428
'tokyo211.infosphere.or.jp','1995-08-28','00:33:14','GET','/atomicbk/catalog/sleazbk.html','HTTP/1.0',200,18338
'204.176.46.102','1995-08-28','00:33:22','GET','/pub/aztec/capquest/mailform.html','HTTP/1.0',200,1922
'137.53.76.153','1995-08-28','00:33:28','GET','/pub/sshay/about.html','HTTP/1.0',200,18751
'www-c1.proxy.aol.com','1995-08-28','00:33:28','GET','/pub/terra/laker.html','HTTP/1.0',200,2854
'www-c1.proxy.aol.com','1995-08-28','00:33:28','GET','/pub/terra/laker.html','HTTP/1.0',200,2854
'winnie-slip-h6.NeoSoft.com','1995-08-28','00:33:30','GET','/pub/rjgula/attacks.htm','HTTP/1.0',200,6950
'138.26.38.111','1995-08-28','00:33:32','GET','/pub/sshay/home.html','HTTP/1.0',200,3145
'dstein.tiac.net','1995-08-28','00:33:36','GET','/larouche/welcome.html','HTTP/1.0',200,5105
'maxsniler.seanet.com','1995-08-28','00:33:40','GET','/pub/phil/VerucaSalt.html','HTTP/1.0',200,3860
'Cust34.Max2.Seattle.WA.MS.UU.NET','1995-08-28','00:33:43','GET','/pub/lupine/www/other-disney.html','HTTP/1.0',200,17386
'198.142.58.9','1995-08-28','00:33:50','GET','/atomicbk/catalog/catalog.html','HTTP/1.0',200,4654
'MARPOL.WHOI.EDU','1995-08-28','00:33:50','GET','/pub/phil/WinonaRyder.html','HTTP/1.0',200,19870
'www-d4.proxy.aol.com','1995-08-28','00:33:52','GET','/pub/jeffd/feedback.html','HTTP/1.0',200,1911
'news.teachersoft.com','1995-08-28','00:33:54','GET','/pub/networx/fusion.html','HTTP/1.0',200,1806
'www-b5.proxy.aol.com','1995-08-28','00:33:55','GET','/pub/k2/jeep/jzj.htm','HTTP/1.0',200,3020
'dyn1-041.cc.umanitoba.ca','1995-08-28','00:34:02','GET','/winfield/index.html','HTTP/1.0',200,910
'sbrown.slip.mcd.on.ca','1995-08-28','00:34:25','GET','/pub/rjgula/network.htm','HTTP/1.0',200,2017
'tokyo211.infosphere.or.jp','1995-08-28','00:34:30','GET','/atomicbk/catalog/adultcom.html','HTTP/1.0',200,8705
'mezm06.ust.hk','1995-08-28','00:34:31','GET','/pub/atomicbk/catalog/sleazbk.html','HTTP/1.0',200,18338
'maxsniler.seanet.com','1995-08-28','00:34:32','GET','/pub/phil/VerucaSalt/RandomNotes.html','HTTP/1.0',200,1307
'ppp235.gol.com','1995-08-28','00:34:38','GET','/pub/cardman/','HTTP/1.0',200,2517
'gorgax06.pixi.com','1995-08-28','00:34:40','GET','/pub/jeffd/cgi-bin/dodger.html','HTTP/1.0',200,76118
'gorgax19.pixi.com','1995-08-28','00:34:43','GET','/pub/jeffd/demockracy.html','HTTP/1.0',200,889
'www-b5.proxy.aol.com','1995-08-28','00:34:46','GET','/pub/k2/jeep/jeep2.htm','HTTP/1.0',200,3010
'203.13.50.35','1995-08-28','00:34:48','GET','/pub/sshay/partner.html','HTTP/1.0',200,7065
'biotech-ppp.clark.net','1995-08-28','00:34:48','GET','/pub/biotech/','HTTP/1.0',200,492
'net.indra.com','1995-08-28','00:34:50','GET','/pub/rmharris/booknet1.html','HTTP/1.0',200,3814
'198.142.58.9','1995-08-28','00:34:53','GET','/atomicbk/catalog/wimmens.html','HTTP/1.0',200,2612
'dialup-13-a-142.gw.umn.edu','1995-08-28','00:34:56','GET','/pub/hutchens/a10.html','HTTP/1.0',200,1312
'butler404b.dorm.tulane.edu','1995-08-28','00:35:04','GET','/','HTTP/1.0',200,1834
'butler404b.dorm.tulane.edu','1995-08-28','00:35:05','GET','/graphics/BUTTON1.GIF','HTTP/1.0',200,1434
'kebab.infomatch.com','1995-08-28','00:35:07','GET','/pub/robert/current.html','HTTP/1.0',200,30337
'sbrown.slip.mcd.on.ca','1995-08-28','00:35:10','GET','/pub/rjgula/os.htm','HTTP/1.0',200,9175
'206.14.35.125','1995-08-28','00:35:10','GET','/pub/atomicbk/catalog/sleazmag.html','HTTP/1.0',200,6688
'dyna239.intr.net','1995-08-28','00:35:11','GET','/nbp/nbpcata2.html','HTTP/1.0',200,18966
'205.242.94.34','1995-08-28','00:35:12','GET','/pub/atomicbk/catalog/sleazbk.html','HTTP/1.0',200,18338
'dd18-036.compuserve.com','1995-08-28','00:35:15','GET','/pub/mjoneill/','HTTP/1.0',200,526
'slip1.cs5.electriciti.com','1995-08-28','00:35:16','GET','/pub/csamsi/','HTTP/1.0',200,1897
'ix-pa13-11.ix.netcom.com','1995-08-28','00:35:21','GET','/atomicbk/','HTTP/1.0',200,4051
'199.8.32.24','1995-08-28','00:35:23','GET','/pub/mbrophy/the_sandra_page.html','HTTP/1.0',200,1459
'expert.cc.purdue.edu','1995-08-28','00:35:29','GET','/pub/atomicbk/catalog/catalog.html','HTTP/1.0',200,4654
'blue.misnet.com','1995-08-28','00:35:33','GET','/pub/job/vk/vendela.html','HTTP/1.0',200,14961
'tokyo211.infosphere.or.jp','1995-08-28','00:35:34','GET','/atomicbk/catalog/adultcom.html','HTTP/1.0',200,8705
'204.92.51.13','1995-08-28','00:35:35','GET','/pub/job/vk/vendela.html','HTTP/1.0',200,14961
'edm-p27.supernet.ab.ca','1995-08-28','00:35:37','GET','/pub/job/vk/vendela.html','HTTP/1.0',200,14961
'161.142.11.100','1995-08-28','00:35:44','GET','/atomicbk/','HTTP/1.0',200,4051
'jove.acs.unt.edu','1995-08-28','00:35:45','GET','/pub/terra/nba.html','HTTP/1.0',200,2402
'Cust16.Max4.Chicago.IL.MS.UU.NET','1995-08-28','00:35:47','GET','/pub/royfc/ru_more.html','HTTP/1.0',200,1620
'net.indra.com','1995-08-28','00:35:48','GET','/pub/rmharris/catalogs.html','HTTP/1.0',200,6164
'vertex137.worldweb.com','1995-08-28','00:35:58','GET','/pub/csamsi/html/release.html','HTTP/1.0',200,17615
'tokyo211.infosphere.or.jp','1995-08-28','00:35:58','GET','/atomicbk/catalog/adultcom.html','HTTP/1.0',200,8705
'203.13.50.35','1995-08-28','00:36:00','GET','/pub/sshay/links.html','HTTP/1.0',200,2992
'tokyo211.infosphere.or.jp','1995-08-28','00:36:02','GET','/atomicbk/catalog/adultcom.html','HTTP/1.0',200,8705
'palona1.cns.hp.com','1995-08-28','00:36:04','GET','/pub/mbrophy/the_sandra_page.html','HTTP/1.0',200,1459
'isis.htwm.de','1995-08-28','00:36:05','GET','/pub/atomicbk/home.html','HTTP/1.0',200,4051
'ix-aa2-18.ix.netcom.com','1995-08-28','00:36:08','GET','/pub/atomicbk/catalog/adultcom.html','HTTP/1.0',200,8705
'netcom21.netcom.com','1995-08-28','00:36:11','GET','/pub/bitbytes/bitbytes.html','HTTP/1.0',200,3844
'magi02p05.magi.com','1995-08-28','00:36:13','GET','/pub/sshay/partner.html','HTTP/1.0',200,7065
'longtrail.sns.ias.edu','1995-08-28','00:36:13','GET','/pub/job/vk/vendela.html','HTTP/1.0',200,14961
'pc25.acrs-helm.wku.edu','1995-08-28','00:36:15','GET','/pub/sshay/about.html','HTTP/1.0',200,18751
'butler404b.dorm.tulane.edu','1995-08-28','00:36:17','GET','/pub/journalism/awesome.html','HTTP/1.0',200,11610
'agora.carleton.ca','1995-08-28','00:36:19','GET','/pub/journalism/awesome.html','HTTP/1.0',200,11610
'cbritt-sl.cc.emory.edu','1995-08-28','00:36:20','GET','/pub/atomicbk/catalog/sleazbk.html','HTTP/1.0',200,18338
'sbrown.slip.mcd.on.ca','1995-08-28','00:36:20','GET','/pub/rjgula/os/windows/nasaccml.txt','HTTP/1.0',200,766
'nor-pc5.hsc.usc.edu','1995-08-28','00:36:21','GET','/pub/sshay/gallery.html','HTTP/1.0',200,2101
'www-c3.proxy.aol.com','1995-08-28','00:36:25','GET','/pub/jeffd/keyes_96.html','HTTP/1.0',200,11502
'ad21-049.compuserve.com','1995-08-28','00:36:29','GET','/html/resources.html','HTTP/1.0',200,5310
'skopec-sl.cc.emory.edu','1995-08-28','00:36:30','GET','/pub/ahasuer/heinlein/heinlein.html','HTTP/1.0',200,3684
'slip1.cs5.electriciti.com','1995-08-28','00:36:33','GET','/','HTTP/1.0',200,1834
'slip1.cs5.electriciti.com','1995-08-28','00:36:34','GET','/graphics/BUTTON1.GIF','HTTP/1.0',200,1434
'ad08-041.compuserve.com','1995-08-28','00:36:35','GET','/pub/job/vk/vendela.html','HTTP/1.0',200,14961
'ppp235.gol.com','1995-08-28','00:36:38','GET','/pub/cardman/deals.htm','HTTP/1.0',200,829
'pc25.acrs-helm.wku.edu','1995-08-28','00:36:42','GET','/pub/sshay/chris.html','HTTP/1.0',200,7172
'blv-pm3-ip25.halcyon.com','1995-08-28','00:36:48','GET','/pub/s-gray/feminist.html','HTTP/1.0',200,425
'ad12-037.compuserve.com','1995-08-28','00:36:49','GET','/theme/supp/','HTTP/1.0',200,5825
'inet1.nsc.com','1995-08-28','00:36:54','GET','/pub/phil/JulianaHatfield.html','HTTP/1.0',200,3200
'slip3-20.acs.ohio-state.edu','1995-08-28','00:36:55','GET','/pub/job/vk/vendela.html','HTTP/1.0',200,14961
'www-b1.proxy.aol.com','1995-08-28','00:36:59','GET','/pub/atomicbk/catalog/sleazbk.html','HTTP/1.0',200,18338
'mezm06.ust.hk','1995-08-28','00:37:01','GET','/atomicbk/catalog/catalog.html','HTTP/1.0',200,4654
'osip33.ionet.net','1995-08-28','00:37:03','GET','/pub/rasputin/www/home.html','HTTP/1.0',200,1954
'er6.rutgers.edu','1995-08-28','00:37:07','GET','/pub/rjgula/faqs.htm','HTTP/1.0',200,1106
'osip33.ionet.net','1995-08-28','00:37:09','GET','/pub/rasputin/www/balls/BLUEBALL.GIF','HTTP/1.0',200,326
'osip33.ionet.net','1995-08-28','00:37:10','GET','/pub/rasputin/www/balls/GREENBAL.GIF','HTTP/1.0',200,324
'osip33.ionet.net','1995-08-28','00:37:10','GET','/pub/rasputin/www/balls/REDBALL.GIF','HTTP/1.0',200,326
'192.72.150.6','1995-08-28','00:37:10','GET','/pub/listserv/lsrel1.html','HTTP/1.0',200,2977
'inet1.nsc.com','1995-08-28','00:37:14','GET','/pub/phil/JulianaHatfieldGallery.html','HTTP/1.0',200,12952
'199.203.108.149','1995-08-28','00:37:14','GET','/pub/atomicbk/catalog/pinup.html','HTTP/1.0',200,8316
'203.13.50.35','1995-08-28','00:37:14','GET','/pub/sshay/paul.html','HTTP/1.0',200,1548
'osip33.ionet.net','1995-08-28','00:37:15','GET','/pub/rasputin/www/balls/SMILEY.GIF','HTTP/1.0',200,93
'ad12-037.compuserve.com','1995-08-28','00:37:15','GET','/theme/cgi-bin/serch.html','HTTP/1.0',200,2984
'er6.rutgers.edu','1995-08-28','00:37:18','GET','/pub/rjgula/faqs/winnt_1.txt','HTTP/1.0',200,13455
'ix-dsm-ia1-12.ix.netcom.com','1995-08-28','00:37:20','GET','/theme/factinfo.html','HTTP/1.0',200,2420
'agora.carleton.ca','1995-08-28','00:37:22','GET','/pub/mikebilt/gaydc.html','HTTP/1.0',200,6423
'sbrown.slip.mcd.on.ca','1995-08-28','00:37:26','GET','/pub/rjgula/faqs.htm','HTTP/1.0',200,1106
'www-c2.proxy.aol.com','1995-08-28','00:37:33','GET','/pub/networx/autopage/dealers.html','HTTP/1.0',200,1201
'osip33.ionet.net','1995-08-28','00:37:35','GET','/pub/rasputin/www/animate/aniannex.html','HTTP/1.0',200,604
'dialup524.Washington.mci.net','1995-08-28','00:37:36','GET','/pub/journalism/awesome.html','HTTP/1.0',200,11610
'Port10.TS2.MsState.Edu','1995-08-28','00:37:49','GET','/pub/lupine/www/disney.html','HTTP/1.0',200,2099
'pipe1.nyc.pipeline.com','1995-08-28','00:37:56','GET','/pub/journalism/awesome.html','HTTP/1.0',200,11610
'pm13.cwo.com','1995-08-28','00:37:59','GET','/pub/atomicbk/catalog/adultcom.html','HTTP/1.0',200,8705
'drjo001A066.embratel.net.br','1995-08-28','00:38:00','GET','/pub/sshay/gallery.html','HTTP/1.0',200,2101
'128.163.17.210','1995-08-28','00:38:00','GET','/pub/listserv/lsmus1.html','HTTP/1.0',200,2713
'ix-tam4-18.ix.netcom.com','1995-08-28','00:38:03','GET','/pub/lupine/www/lionking.html','HTTP/1.0',200,1962
'ad12-037.compuserve.com','1995-08-28','00:38:05','GET','/theme/supp/dolly.wrl','HTTP/1.0',200,515
'ix-dsm-ia1-12.ix.netcom.com','1995-08-28','00:38:09','GET','/theme/vwfactez.html','HTTP/1.0',200,5992
'mezm06.ust.hk','1995-08-28','00:38:11','GET','/atomicbk/catalog/cult.html','HTTP/1.0',200,7903
'sbrown.slip.mcd.on.ca','1995-08-28','00:38:15','GET','/pub/rjgula/faqs/sec_chck.txt','HTTP/1.0',200,31087
'osip33.ionet.net','1995-08-28','00:38:15','GET','/pub/rasputin/www/sanctum.html','HTTP/1.0',200,881
'133.60.147.48','1995-08-28','00:38:15','GET','/pub/heroes/','HTTP/1.0',200,12396
'www-c2.proxy.aol.com','1995-08-28','00:38:15','GET','/pub/networx/autopage/dealers/de002.html','HTTP/1.0',200,1183
'osip33.ionet.net','1995-08-28','00:38:17','GET','/pub/rasputin/www/lines/GRAD_LIN.GIF','HTTP/1.0',200,2359
'131.252.254.20','1995-08-28','00:38:19','GET','/pub/temonk/heavwww.htm','HTTP/1.0',200,2005
'206.29.14.232','1995-08-28','00:38:20','GET','/pub/phil/WinonaRyder.html','HTTP/1.0',200,19870
'vertex137.worldweb.com','1995-08-28','00:38:21','GET','/pub/csamsi/','HTTP/1.0',200,1897
'moderek.dial-up.bdt.com','1995-08-28','00:38:23','GET','/pub/ibos/lifeplus/home.html','HTTP/1.0',200,5865
'ad12-037.compuserve.com','1995-08-28','00:38:25','GET','/theme/home.wrl','HTTP/1.0',200,1518
'piweba5y.prodigy.com','1995-08-28','00:38:26','GET','/pub/rsjdfg/','HTTP/1.0',200,2109
'ad12-037.compuserve.com','1995-08-28','00:38:31','GET','/theme/supp/madonna.wrl','HTTP/1.0',200,549
'daneel.bright.com','1995-08-28','00:38:32','GET','/pub/sshay/gallery.html','HTTP/1.0',200,2101
'dialup290.Bloomington.mci.net','1995-08-28','00:38:36','GET','/pub/klaatu/','HTTP/1.0',200,11645
'www-b3.proxy.aol.com','1995-08-28','00:38:39','GET','/tara/index.html','HTTP/1.0',200,1330
'vic01005.direct.ca','1995-08-28','00:38:42','GET','/pub/atomicbk/catalog/adultcom.html','HTTP/1.0',200,8705
'e2p37.per.enternet.com.au','1995-08-28','00:38:42','GET','/pub/terra/nba.html','HTTP/1.0',200,2402
'155.212.201.107','1995-08-28','00:38:44','GET','/pub/keating/ri-hs.html','HTTP/1.0',200,23932
'bsc835.bsc.edu','1995-08-28','00:38:45','GET','/pub/global/search.html','HTTP/1.0',200,6602
'nsi.inow.com','1995-08-28','00:38:45','GET','/theme/republican/crnews8.txt','HTTP/1.0',200,8869
'QUERY2.LYCOS.CS.CMU.EDU','1995-08-28','00:38:50','GET','/pub/robert/home.html','HTTP/1.0',200,1992
'agora.carleton.ca','1995-08-28','00:38:55','GET','/pub/journalism/awesome.html','HTTP/1.0',200,11610
'ip218.tus.primenet.com','1995-08-28','00:39:01','GET','/pub/jeffd/mr_newt.html','HTTP/1.0',200,8305
'rgfn.epcc.edu','1995-08-28','00:39:06','GET','/pub/valentin/','HTTP/1.0',200,5150
'www-c2.proxy.aol.com','1995-08-28','00:39:06','GET','/pub/networx/autopage/dealers/de002_9.html','HTTP/1.0',200,507
'mmathai.clark.net','1995-08-28','00:39:08','GET','/pub/mmathai/mls/index1.html','HTTP/1.0',200,4073
'dstein.tiac.net','1995-08-28','00:39:08','GET','/ccentral/','HTTP/1.0',200,4197
'dal02-23.ppp.iadfw.net','1995-08-28','00:39:09','GET','/pub/job/vk/vendela.html','HTTP/1.0',200,14961
'atleng109.globalvillag.com','1995-08-28','00:39:16','GET','/atomicbk/','HTTP/1.0',200,4051
'ix-pa13-11.ix.netcom.com','1995-08-28','00:39:16','GET','/atomicbk/commlink.html','HTTP/1.0',200,2818
'daneel.bright.com','1995-08-28','00:39:19','GET','/pub/sshay/partner.html','HTTP/1.0',200,7065
'cisslip4.nmclites.edu','1995-08-28','00:39:19','GET','/pub/atomicbk/catalog/erotica.html','HTTP/1.0',200,11362
'sbrown.slip.mcd.on.ca','1995-08-28','00:39:26','GET','/pub/rjgula/faqs/satan.txt','HTTP/1.0',200,23636
'www-b3.proxy.aol.com','1995-08-28','00:39:31','GET','/tara/catalog.htm','HTTP/1.0',200,2197
'dstein.tiac.net','1995-08-28','00:39:42','GET','/ccentral/candidat.htm','HTTP/1.0',200,2515
'ppp235.gol.com','1995-08-28','00:39:49','GET','/pub/cardman/tbasket.htm','HTTP/1.0',200,1765
'137.132.23.153','1995-08-28','00:39:50','GET','/pub/lupine/www/other-disney.html','HTTP/1.0',200,17386
'Huwawa.async.smsu.edu','1995-08-28','00:39:50','GET','/pub/atomicbk/catalog/sleazbk.html','HTTP/1.0',200,18338
'dstein.tiac.net','1995-08-28','00:39:50','GET','/ccentral/presprim.htm','HTTP/1.0',200,3609
'dd17-058.compuserve.com','1995-08-28','00:39:52','GET','/pub/atomicbk/catalog/erotica.html','HTTP/1.0',200,11362
'remote51.compusmart.ab.ca','1995-08-28','00:39:54','GET','/pub/nractive/training.html','HTTP/1.0',200,1202
'ucxy10_04.slip.uc.edu','1995-08-28','00:39:55','GET','/pub/atomicbk/catalog/pinup.html','HTTP/1.0',200,8316
'daneel.bright.com','1995-08-28','00:39:57','GET','/pub/sshay/chris.html','HTTP/1.0',200,7172
'www-b3.proxy.aol.com','1995-08-28','00:39:59','GET','/tara/catbooks.htm','HTTP/1.0',200,1551
'ts-19.marin.k12.ca.us','1995-08-28','00:40:04','GET','/pub/peace/AP.html','HTTP/1.0',200,909
'atleng109.globalvillag.com','1995-08-28','00:40:04','GET','/atomicbk/catalog/catalog.html','HTTP/1.0',200,4654
'slip04.unf.edu','1995-08-28','00:40:05','GET','/pub/alweiner/cgi-bin/homepage.cgi','HTTP/1.0',200,12055
'ucxy10_04.slip.uc.edu','1995-08-28','00:40:05','GET','/atomicbk/catalog/catalog.html','HTTP/1.0',200,4654
'129.101.151.29','1995-08-28','00:40:05','GET','/pub/lschank/web/download.html','HTTP/1.0',200,14293
'remote51.compusmart.ab.ca','1995-08-28','00:40:08','GET','/pub/nractive/train1.html','HTTP/1.0',200,1638
'slc12.xmission.com','1995-08-28','00:40:11','GET','/pub/alweiner/cgi-bin/homepage.cgi?w3magic','HTTP/1.0',200,9442
'port2.electrotex.com','1995-08-28','00:40:11','GET','/pub/sshay/gallery.html','HTTP/1.0',200,2101
'137.132.23.153','1995-08-28','00:40:14','GET','/pub/lupine/www/other-disney.html','HTTP/1.0',200,17386
'PERCH.ZOO2.CS.YALE.EDU','1995-08-28','00:40:20','GET','/pub/atomicbk/catalog/sleazbk.html','HTTP/1.0',200,18338
'www.usq.edu.au','1995-08-28','00:40:22','GET','/pub/usenet-b/www/home.html','HTTP/1.0',200,1710
'ucxy10_04.slip.uc.edu','1995-08-28','00:40:22','GET','/atomicbk/catalog/tattoo.html','HTTP/1.0',200,3073
'pool1_10.odyssee.net','1995-08-28','00:40:22','GET','/pub/atomicbk/catalog/sleazbk.html','HTTP/1.0',200,18338
'Port10.TS2.MsState.Edu','1995-08-28','00:40:24','GET','/pub/lupine/www/other-disney.html','HTTP/1.0',200,17386
'pm2-38.skypoint.net','1995-08-28','00:40:26','GET','/pub/k2/am4x44u/4x4.html','HTTP/1.0',200,2788
'sbrown.slip.mcd.on.ca','1995-08-28','00:40:28','GET','/pub/rjgula/attacks.htm','HTTP/1.0',200,6950
'Cust54.Max9.Seattle.WA.MS.UU.NET','1995-08-28','00:40:28','GET','/pub/sshay/home.html','HTTP/1.0',200,3145
'ts-19.marin.k12.ca.us','1995-08-28','00:40:28','GET','/pub/peace/IA.html','HTTP/1.0',200,1080
'www-c1.proxy.aol.com','1995-08-28','00:40:32','GET','/pub/atomicbk/catalog/erotica.html','HTTP/1.0',200,11362
'atleng109.globalvillag.com','1995-08-28','00:40:44','GET','/atomicbk/new/new.html','HTTP/1.0',200,2914
'ix-smx-ca1-19.ix.netcom.com','1995-08-28','00:40:54','GET','/pub/robert/home.html','HTTP/1.0',200,1992
'dialup-4-13.gw.umn.edu','1995-08-28','00:40:56','GET','/pub/rdavis/rcmk.html','HTTP/1.0',200,2959
'remote51.compusmart.ab.ca','1995-08-28','00:40:57','GET','/pub/nractive/train2.html','HTTP/1.0',200,2188
'dyna239.intr.net','1995-08-28','00:41:00','GET','/nbp/nbptest.html','HTTP/1.0',200,3739
'atleng109.globalvillag.com','1995-08-28','00:41:00','GET','/atomicbk/new/newaug04.html','HTTP/1.0',200,6478
'mmathai.clark.net','1995-08-28','00:41:02','GET','/pub/mmathai/mls/index1.html','HTTP/1.0',200,4082
'pipe5.nyc.pipeline.com','1995-08-28','00:41:04','GET','/pub/journalism/awesome.html','HTTP/1.0',200,11610
'pool1_10.odyssee.net','1995-08-28','00:41:04','GET','/atomicbk/','HTTP/1.0',200,4051
'freenet.niagara.com','1995-08-28','00:41:06','GET','/pub/listserv/wsg.html','HTTP/1.0',200,2563
'ppp235.gol.com','1995-08-28','00:41:13','GET','/pub/cardman/rise.htm','HTTP/1.0',200,533
'ip172.phx.primenet.com','1995-08-28','00:41:14','GET','/pub/gen/fas/irp/nsa/','HTTP/1.0',200,91372
'remote51.compusmart.ab.ca','1995-08-28','00:41:17','GET','/pub/nractive/train2.html','HTTP/1.0',200,2188
'axher6.desy.de','1995-08-28','00:41:20','GET','/pub/arthur/ilfhome.html','HTTP/1.0',200,1096
'Cust54.Max9.Seattle.WA.MS.UU.NET','1995-08-28','00:41:24','GET','/pub/sshay/chris.html','HTTP/1.0',200,7172
'rscmac02.uncg.edu','1995-08-28','00:41:27','GET','/pub/rsjdfg/','HTTP/1.0',200,2109
'remote51.compusmart.ab.ca','1995-08-28','00:41:29','GET','/pub/nractive/train3.html','HTTP/1.0',200,1978
'ix-den12-16.ix.netcom.com','1995-08-28','00:41:30','GET','/pub/global/front.html','HTTP/1.0',200,1685
'ip119.phx.primenet.com','1995-08-28','00:41:31','GET','/pub/baltsun/archive/archive.html','HTTP/1.0',200,2232
'pm2-38.skypoint.net','1995-08-28','00:41:35','GET','/pub/k2/cgi-bin/imagemap/4x4_home?268,73','HTTP/1.0',200,1892
'ix-smx-ca1-19.ix.netcom.com','1995-08-28','00:41:39','GET','/pub/robert/current.html','HTTP/1.0',200,30337
'axher6.desy.de','1995-08-28','00:41:40','GET','/pub/arthur/faq.html','HTTP/1.0',200,13214
'tampico.usc.edu','1995-08-28','00:41:40','GET','/pub/heroes/','',200,12396
'www-d4.proxy.aol.com','1995-08-28','00:41:43','GET','/rtside/thanks.html','HTTP/1.0',200,707
'sbrown.slip.mcd.on.ca','1995-08-28','00:41:44','GET','/pub/rjgula/attacks/mail/8_suid.txt','HTTP/1.0',200,1433
'mmathai.clark.net','1995-08-28','00:41:45','GET','/pub/mmathai/mls/index1.html','HTTP/1.0',200,4080
'155.47.128.240','1995-08-28','00:41:50','GET','/pub/job/vk/vendela.html','HTTP/1.0',200,14961
'ix-pa13-11.ix.netcom.com','1995-08-28','00:41:54','GET','/atomicbk/userlink.html','HTTP/1.0',200,2944
'rscmac02.uncg.edu','1995-08-28','00:41:58','GET','/pub/rsjdfg/ProTic.html','HTTP/1.0',200,2453
'dyn121.dialin.rad.net.id','1995-08-28','00:41:59','GET','/pub/jeffd/index.html','HTTP/1.0',200,11428
'login1.isis.unc.edu','1995-08-28','00:42:03','GET','/pub/cargui/travel.html','HTTP/1.0',200,11793
'slip206.hk.super.net','1995-08-28','00:42:04','GET','/pub/global/sterling.html','HTTP/1.0',200,724
'ix-den12-16.ix.netcom.com','1995-08-28','00:42:08','GET','/pub/global/index1.html','HTTP/1.0',200,1065
'c9.westworld.com','1995-08-28','00:42:09','GET','/pub/atomicbk/catalog/catalog.html','HTTP/1.0',200,4654
'gorgax19.pixi.com','1995-08-28','00:42:10','GET','/pub/theme/demockracy/','HTTP/1.0',200,1378
'ix-den12-16.ix.netcom.com','1995-08-28','00:42:16','GET','/pub/global/subject.html','HTTP/1.0',200,495
'daneel.bright.com','1995-08-28','00:42:19','GET','/pub/sshay/about.html','HTTP/1.0',200,18751
'debasement.clark.net','1995-08-28','00:42:19','GET','/pub/tblake/www/','HTTP/1.0',200,3130
'ip119.phx.primenet.com','1995-08-28','00:42:20','GET','/pub/baltsun/demand.html','HTTP/1.0',200,1946
'ix-den12-16.ix.netcom.com','1995-08-28','00:42:22','GET','/pub/global/subjectmap.html','HTTP/1.0',200,5106
'comserv-f-40.usc.edu','1995-08-28','00:42:23','GET','/pub/phil/winonaryder.html','HTTP/1.0',200,19870
'p05.eznets.canton.oh.us','1995-08-28','00:42:24','GET','/pub/sshay/home.html','HTTP/1.0',200,3145
'Cust15.Max8.Cleveland.OH.MS.UU.NET','1995-08-28','00:42:27','GET','/pub/murple/local/nazi.faq','HTTP/1.0',200,67644
'slc12.xmission.com','1995-08-28','00:42:27','GET','/pub/alweiner/cgi-bin/squiggle.cgi','HTTP/1.0',200,11339
'ix-den12-16.ix.netcom.com','1995-08-28','00:42:28','GET','/pub/global/subjectlist.html','HTTP/1.0',200,3961
'mmathai.clark.net','1995-08-28','00:42:28','GET','/pub/mmathai/mls/index1.html','HTTP/1.0',200,4102
'synapse-20.mindport.net','1995-08-28','00:42:30','GET','/pub/ahasuer/heinlein/heinlein.html','HTTP/1.0',200,3684
'c9.westworld.com','1995-08-28','00:42:31','GET','/atomicbk/catalog/sleazmag.html','HTTP/1.0',200,6688
'comserv-d-37.usc.edu','1995-08-28','00:42:35','GET','/pub/terra/laker.html','HTTP/1.0',200,2854
